id	label	description	url	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Citations>	weight<Norm. citations>	score<Pub. year>	score<Citations>	score<Norm. citations>
270	mychasiuk r. (2013)	"<table><tr><td>Authors:</td><td>mychasiuk r.; harker a.; ilnytskyy s.; gibb r.</td></tr><tr><td>Title:</td><td>paternal stress prior to conception alters dna methylation and behaviour of developing rat offspring</td></tr><tr><td>Source:</td><td>neuroscience, 241, 100-105</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/10.1016/j.neuroscience.2013.03.025	0.1061	0.0437	1	94	25	55	1.1257	2013	55	1.1257
271	holland m.l. (2013)	"<table><tr><td>Authors:</td><td>holland m.l.; rakyan v.k.</td></tr><tr><td>Title:</td><td>transgenerational inheritance of non-genetically determined phenotypes</td></tr><tr><td>Source:</td><td>biochemical society transactions, 41(3), 769-776</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/10.1042/bst20130043	-0.4703	-0.0417	1	165	29	10	0.2047	2013	10	0.2047
272	adler m.i. (2013)	"<table><tr><td>Authors:</td><td>adler m.i.; bonduriansky r.</td></tr><tr><td>Title:</td><td>paternal effects on offspring fitness reflect father's social environment</td></tr><tr><td>Source:</td><td>evolutionary biology, 40(2), 288-292</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/10.1007/s11692-012-9211-6	-0.856	-0.0849	3	140	15	17	0.348	2013	17	0.348
273	rodgers a.b. (2013)	"<table><tr><td>Authors:</td><td>rodgers a.b.; morgan c.p.; bronson s.l.; revello s.; bale t.l.</td></tr><tr><td>Title:</td><td>paternal stress exposure alters sperm microrna content and reprograms offspring hpa stress axis regulation</td></tr><tr><td>Source:</td><td>journal of neuroscience, 33(21), 9003-9012</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/10.1523/jneurosci.0914-13.2013	0.031	-0.1718	1	215	44	326	6.6725	2013	326	6.6725
274	veretinskaya a.g. (2013)	"<table><tr><td>Authors:</td><td>veretinskaya a.g.; vekshina n.l.; stanishevskaya a.v.; shamakina i.y.; tomilin v.a.; nikolaeva v.v.; anokhina i.p.; kuznetsova m.n.</td></tr><tr><td>Title:</td><td>behavior and the catecholamine system of the brain in two generations of the descendants of male rats with chronic alcohol intoxication</td></tr><tr><td>Source:</td><td>neurochemical journal, 7(2), 135-138</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/10.1134/s1819712413010091	0.9051	1.2278	1	2	1	2	0.0409	2013	2	0.0409
275	kyjovska z.o. (2013)	"<table><tr><td>Authors:</td><td>kyjovska z.o.; boisen a.m.z.; jackson p.; wallin h.; vogel u.; hougaard k.s.</td></tr><tr><td>Title:</td><td>daily sperm production: application in studies of prenatal exposure to nanoparticles in mice</td></tr><tr><td>Source:</td><td>reproductive toxicology, 36, 88-97</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/10.1016/j.reprotox.2012.12.005	0.1248	-0.5996	2	26	8	42	0.8596	2013	42	0.8596
276	veenendaal m.v.e. (2013)	"<table><tr><td>Authors:</td><td>veenendaal m.v.e.; painter r.c.; de rooij s.r.; bossuyt p.m.m.; van der post j.a.m.; gluckman p.d.; hanson m.a.; roseboom t.j.</td></tr><tr><td>Title:</td><td>transgenerational effects of prenatal exposure to the 1944-45 dutch famine</td></tr><tr><td>Source:</td><td>bjog: an international journal of obstetrics and gynaecology, 120(5), 548-553</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/10.1111/1471-0528.12136	-0.1178	-0.4368	1	157	22	169	3.4591	2013	169	3.4591
277	kumar m. (2013)	"<table><tr><td>Authors:</td><td>kumar m.; kumar k.; jain s.; hassan t.; dada r.</td></tr><tr><td>Title:</td><td>novel insights into the genetic and epigenetic paternal contribution to the human embryo</td></tr><tr><td>Source:</td><td>clinics, 68(suppl. 1), 5-14</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/10.6061/clinics/2013(sup01)02	0.2537	0.0594	1	108	62	48	0.9825	2013	48	0.9825
278	nygaard u.c. (2013)	"<table><tr><td>Authors:</td><td>nygaard u.c.; hansen j.s.; groeng e.-c.; melkild i.; løvik m.</td></tr><tr><td>Title:</td><td>suppression of allergen-specific ige in offspring after preconceptional immunisation: maternal, paternal and genetic influences</td></tr><tr><td>Source:</td><td>scandinavian journal of immunology, 77(2), 92-103</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/10.1111/sji.12017	0.7056	-0.674	1	16	4	3	0.0614	2013	3	0.0614
279	schubert c. (2013)	"<table><tr><td>Authors:</td><td>schubert c.</td></tr><tr><td>Title:</td><td>blame it on papa: paternal effects of diet</td></tr><tr><td>Source:</td><td>biology of reproduction, 89(5)</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/10.1095/biolreprod.113.113530	-0.0852	-0.8197	1	50	1	0	0	2013	0	0
280	maselli j. (2013)	"<table><tr><td>Authors:</td><td>maselli j.; hales b.f.; robaire b.</td></tr><tr><td>Title:</td><td>the effects of chemotherapy with bleomycin, etoposide, and cis-platinum (bep) on rat sperm chromatin remodeling, fecundity and testicular gene expression in the progeny</td></tr><tr><td>Source:</td><td>biology of reproduction, 89(4)</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/10.1095/biolreprod.113.110759	0.3096	-0.3186	2	53	23	14	0.2865	2013	14	0.2865
281	crean a.j. (2013)	"<table><tr><td>Authors:</td><td>crean a.j.; dwyer j.m.; marshall d.j.</td></tr><tr><td>Title:</td><td>adaptive paternal effects? experimental evidence that the paternal environment affects offspring performance</td></tr><tr><td>Source:</td><td>ecology, 94(11), 2575-2582</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/10.1890/13-0184.1	-0.6173	0.0801	3	146	34	54	1.1053	2013	54	1.1053
282	cahenzli f. (2013)	"<table><tr><td>Authors:</td><td>cahenzli f.; erhardt a.</td></tr><tr><td>Title:</td><td>transgenerational acclimatization in an herbivore-host plant relationship</td></tr><tr><td>Source:</td><td>proceedings of the royal society b: biological sciences, 280(1756)</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/10.1098/rspb.2012.2856	-0.7985	0.8407	3	51	21	17	0.348	2013	17	0.348
283	scofield m.d. (2013)	"<table><tr><td>Authors:</td><td>scofield m.d.; kalivas p.w.</td></tr><tr><td>Title:</td><td>forgiving the sins of the fathers</td></tr><tr><td>Source:</td><td>nature neuroscience, 16(1), 4-5</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/10.1038/nn.3288	-0.6008	0.0047	1	94	7	1	0.0205	2013	1	0.0205
284	vassoler f.m. (2013)	"<table><tr><td>Authors:</td><td>vassoler f.m.; white s.l.; schmidt h.d.; sadri-vakili g.; christopher pierce r.</td></tr><tr><td>Title:</td><td>epigenetic inheritance of a cocaine-resistance phenotype</td></tr><tr><td>Source:</td><td>nature neuroscience, 16(1), 42-47</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/10.1038/nn.3280	-0.2826	0.1162	1	183	29.9623	197	4.0322	2013	197	4.0322
285	bonduriansky r. (2013)	"<table><tr><td>Authors:</td><td>bonduriansky r.; day t.</td></tr><tr><td>Title:</td><td>nongenetic inheritance and the evolution of costly female preference</td></tr><tr><td>Source:</td><td>journal of evolutionary biology, 26(1), 76-87</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/10.1111/jeb.12028	-0.592	0.0771	3	186	52	26	0.5322	2013	26	0.5322
286	knezovich j.g. (2012)	"<table><tr><td>Authors:</td><td>knezovich j.g.; ramsay m.</td></tr><tr><td>Title:</td><td>the effect of preconception paternal alcohol exposure on epigenetic remodeling of the h19 and rasgrf1 imprinting control regions in mouse offspring</td></tr><tr><td>Source:</td><td>frontiers in genetics, 3(feb)</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"	https://doi.org/10.3389/fgene.2012.00010	0.2147	0.1572	1	126	49	61	1.6053	2012	61	1.6053
287	triggs a.m. (2012)	"<table><tr><td>Authors:</td><td>triggs a.m.; knell r.j.</td></tr><tr><td>Title:</td><td>parental diet has strong transgenerational effects on offspring immunity</td></tr><tr><td>Source:</td><td>functional ecology, 26(6), 1409-1417</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"	https://doi.org/10.1111/j.1365-2435.2012.02051.x	-0.7552	0.0438	3	63	30	38	1	2012	38	1
288	roth o. (2012)	"<table><tr><td>Authors:</td><td>roth o.; klein v.; beemelmanns a.; scharsack j.p.; reusch t.b.h.</td></tr><tr><td>Title:</td><td>male pregnancy and biparental immune priming</td></tr><tr><td>Source:</td><td>american naturalist, 180(6), 802-814</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"	https://doi.org/10.1086/668081	-1.1996	0.4205	3	33	24	30	0.7895	2012	30	0.7895
289	rando o.j. (2012)	"<table><tr><td>Authors:</td><td>rando o.j.</td></tr><tr><td>Title:</td><td>daddy issues: paternal effects on phenotype</td></tr><tr><td>Source:</td><td>cell, 151(4), 702-708</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"	https://doi.org/10.1016/j.cell.2012.10.020	-0.4395	-0.0791	1	208	36	129	3.3947	2012	129	3.3947
290	ducatez s. (2012)	"<table><tr><td>Authors:</td><td>ducatez s.; baguette m.; stevens v.m.; legrand d.; fréville h.</td></tr><tr><td>Title:</td><td>complex interactions between paternal and maternal effects: parental experience and age at reproduction affect fecundity and offspring performance in a butterfly</td></tr><tr><td>Source:</td><td>evolution, 66(11), 3558-3569</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"	https://doi.org/10.1111/j.1558-5646.2012.01704.x	-0.749	0.2627	3	124	39	28	0.7368	2012	28	0.7368
291	mashoodh r. (2012)	"<table><tr><td>Authors:</td><td>mashoodh r.; franks b.; curley j.p.; champagne f.a.</td></tr><tr><td>Title:</td><td>paternal social enrichment effects on maternal behavior and offspring growth</td></tr><tr><td>Source:</td><td>proceedings of the national academy of sciences of the united states of america, 109(suppl.2), 17232-17238</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"	https://doi.org/10.1073/pnas.1121083109	-0.3688	0.2107	1	191	39	68	1.7895	2012	68	1.7895
292	killinger c.e. (2012)	"<table><tr><td>Authors:</td><td>killinger c.e.; robinson s.; stanwood g.d.</td></tr><tr><td>Title:</td><td>subtle biobehavioral effects produced by paternal cocaine exposure</td></tr><tr><td>Source:</td><td>synapse, 66(10), 902-908</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"	https://doi.org/10.1002/syn.21582	0.2271	0.2694	1	96	30	22	0.5789	2012	22	0.5789
293	bondarenko l.b. (2012)	"<table><tr><td>Authors:</td><td>bondarenko l.b.; shayakhmetova g.m.; byshovets t.f.; kovalenko v.m.</td></tr><tr><td>Title:</td><td>pyrazinamide potential effects on male rats dna fragmentation, bone type i collagen amino acid composition, reproductive capability and posterity antenatal and postnatal development</td></tr><tr><td>Source:</td><td>acta poloniae pharmaceutica - drug research, 69(5), 843-850</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"		-0.012	0.3313	1	39	3	3	0.0789	2012	3	0.0789
294	lee s. (2012)	"<table><tr><td>Authors:</td><td>lee s.; lee m.-s.; park j.; zhang j.y.; jin d.i.</td></tr><tr><td>Title:</td><td>oxidative stress in the testis induced by tamoxifen and its effects on early embryo development in isogenic mice</td></tr><tr><td>Source:</td><td>journal of toxicological sciences, 37(4), 675-679</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"	https://doi.org/10.2131/jts.37.675	0.4177	1.1698	1	6	4	3	0.0789	2012	3	0.0789
295	miersch c. (2012)	"<table><tr><td>Authors:</td><td>miersch c.; döring f.</td></tr><tr><td>Title:</td><td>paternal dietary restriction affects progeny fat content in caenorhabditis elegans</td></tr><tr><td>Source:</td><td>iubmb life, 64(7), 644-648</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"	https://doi.org/10.1002/iub.1042	-0.1357	0.2227	1	214	24	5	0.1316	2012	5	0.1316
296	jenkins t.g. (2012)	"<table><tr><td>Authors:</td><td>jenkins t.g.; carrell d.t.</td></tr><tr><td>Title:</td><td>the sperm epigenome and potential implications for the developing embryo</td></tr><tr><td>Source:</td><td>reproduction, 143(6), 727-734</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"	https://doi.org/10.1530/rep-11-0450	0.0459	0.1675	1	102	55	121	3.1842	2012	121	3.1842
297	brevik a. (2012)	"<table><tr><td>Authors:</td><td>brevik a.; lindeman b.; brunborg g.; duale n.</td></tr><tr><td>Title:</td><td>paternal benzo[a]pyrene exposure modulates microrna expression patterns in the developing mouse embryo</td></tr><tr><td>Source:</td><td>international journal of cell biology</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"	https://doi.org/10.1155/2012/407431	0.0988	-0.3285	2	67	14	19	0.5	2012	19	0.5
298	zeh j.a. (2012)	"<table><tr><td>Authors:</td><td>zeh j.a.; bonilla m.m.; adrian a.j.; mesfin s.; zeh d.w.</td></tr><tr><td>Title:</td><td>from father to son: transgenerational effect of tetracycline on sperm viability</td></tr><tr><td>Source:</td><td>scientific reports, 2</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"	https://doi.org/10.1038/srep00375	0.366	-0.4231	2	19	5	16	0.4211	2012	16	0.4211
299	baste v. (2012)	"<table><tr><td>Authors:</td><td>baste v.; moen b.e.; oftedal g.; strand l.å.; bjørge l.; mild k.h.</td></tr><tr><td>Title:</td><td>pregnancy outcomes after paternal radiofrequency field exposure aboard fast patrol boats</td></tr><tr><td>Source:</td><td>journal of occupational and environmental medicine, 54(4), 431-438</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"	https://doi.org/10.1097/jom.0b013e3182445003	1.0453	-0.2887	2	8	8	4	0.1053	2012	4	0.1053
300	mychasiuk r. (2012)	"<table><tr><td>Authors:</td><td>mychasiuk r.; zahir s.; schmold n.; ilnytskyy s.; kovalchuk o.; gibb r.</td></tr><tr><td>Title:</td><td>parental enrichment and offspring development: modifications to brain, behavior and the epigenome</td></tr><tr><td>Source:</td><td>behavioural brain research, 228(2), 294-298</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"	https://doi.org/10.1016/j.bbr.2011.11.036	0.2892	-0.4782	1	23	15	49	1.2895	2012	49	1.2895
301	valtonen t.m. (2012)	"<table><tr><td>Authors:</td><td>valtonen t.m.; kangassalo k.; pölkki m.; rantala m.j.</td></tr><tr><td>Title:</td><td>transgenerational effects of parental larval diet on offspring development time, adult body size and pathogen resistance in drosophila melanogaster</td></tr><tr><td>Source:</td><td>plos one, 7(2)</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"	https://doi.org/10.1371/journal.pone.0031611	-0.7391	0.3022	3	108	56.5	50	1.3158	2012	50	1.3158
302	hwang k. (2012)	"<table><tr><td>Authors:</td><td>hwang k.; gittens p.; avila d.; jr.; lipshultz l.i.</td></tr><tr><td>Title:</td><td>impact of paternal exposure to gonadotoxins on embryo and offspring and the male evaluation</td></tr><tr><td>Source:</td><td>fertility preservation: emerging technologies and clinical applications, 271-288</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"	https://doi.org/10.1007/9781441917836_21	0.6102	-0.1884	2	84	39	0	0	2012	0	0
303	bernal a.j. (2011)	"<table><tr><td>Authors:</td><td>bernal a.j.; murphy s.k.; jirtle r.l.</td></tr><tr><td>Title:</td><td>mouse models of epigenetic inheritance</td></tr><tr><td>Source:</td><td>handbook of epigenetics, 233-249</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"	https://doi.org/10.1016/b978-0-12-375709-8.00015-0	-0.1734	0.2564	1	86	29.8947	0	0	2011	0	0
304	curley j.p. (2011)	"<table><tr><td>Authors:</td><td>curley j.p.; mashoodh r.; champagne f.a.</td></tr><tr><td>Title:</td><td>transgenerational epigenetics</td></tr><tr><td>Source:</td><td>handbook of epigenetics, 391-403</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"	https://doi.org/10.1016/b978-0-12-375709-8.00024-1	0.0228	-0.0262	1	194	84	0	0	2011	0	0
305	perrin m. (2011)	"<table><tr><td>Authors:</td><td>perrin m.; kleinhaus k.; opler m.; messinger j.; malaspina d.</td></tr><tr><td>Title:</td><td>epidemiology research and epigenetics: translational epidemiology of schizophrenia</td></tr><tr><td>Source:</td><td>epigenetics and human health, 71-96</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"	https://doi.org/10.1007/978-3-642-17426-1_5	0.322	-0.065	1	114	58	0	0	2011	0	0
306	favareto a.p.a. (2011)	"<table><tr><td>Authors:</td><td>favareto a.p.a.; de toledo f.c.; kempinas w.d.g.</td></tr><tr><td>Title:</td><td>paternal treatment with cisplatin impairs reproduction of adult male offspring in rats</td></tr><tr><td>Source:</td><td>reproductive toxicology, 32(4), 425-433</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"	https://doi.org/10.1016/j.reprotox.2011.10.003	0.9793	-0.1905	2	21	21	15	0.4674	2011	15	0.4674
308	zanchi c. (2011)	"<table><tr><td>Authors:</td><td>zanchi c.; troussard j.-p.; martinaud g.; moreau j.; moret y.</td></tr><tr><td>Title:</td><td>differential expression and costs between maternally and paternally derived immune priming for offspring in an insect</td></tr><tr><td>Source:</td><td>journal of animal ecology, 80(6), 1174-1183</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"	https://doi.org/10.1111/j.1365-2656.2011.01872.x	-1.2224	0.4594	3	31	19	64	1.9941	2011	64	1.9941
309	whalley k. (2011)	"<table><tr><td>Authors:</td><td>whalley k.</td></tr><tr><td>Title:</td><td>epigenetics: from father to son</td></tr><tr><td>Source:</td><td>nature reviews neuroscience, 12(10), 548</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"	https://doi.org/10.1038/nrn3109	-0.5863	-0.5696	1	16	1	0	0	2011	0	0
310	terrell m.l. (2011)	"<table><tr><td>Authors:</td><td>terrell m.l.; hartnett k.p.; marcus m.</td></tr><tr><td>Title:</td><td>can environmental or occupational hazards alter the sex ratio at birth? a systematic review</td></tr><tr><td>Source:</td><td>emerging health threats journal, 4(1)</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"	https://doi.org/10.3402/ehtj.v4i0.7109	1.2955	-0.0574	2	27	52	40	1.2463	2011	40	1.2463
311	nagao t. (2011)	"<table><tr><td>Authors:</td><td>nagao t.; takada n.; onoda n.</td></tr><tr><td>Title:</td><td>transgenerational teratogenesis by prenatal exposure to endocrine disrupting chemicals</td></tr><tr><td>Source:</td><td>genes and environment, 33(2), 50-60</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"	https://doi.org/10.3123/jemsge.33.50	0.2713	0.4307	1	70	18	2	0.0623	2011	2	0.0623
312	morgan c.p. (2011)	"<table><tr><td>Authors:</td><td>morgan c.p.; bale t.l.</td></tr><tr><td>Title:</td><td>early prenatal stress epigenetically programs dysmasculinization in second-generation offspring via the paternal lineage</td></tr><tr><td>Source:</td><td>journal of neuroscience, 31(33), 11748-11755</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"	https://doi.org/10.1523/jneurosci.1887-11.2011	-0.4255	-0.4536	1	66	23	194	6.0445	2011	194	6.0445
